dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_span_with_context,0,span/context,4o,False,False,0.033622972667217255,0.6565656565656566,0.6770833333333334,0.6666666666666666,0.9956877964639931,2.1049,458.451,7.601,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_span_with_context,0,span/context,4o,False,False,0.033622972667217255,0.6565656565656566,0.6770833333333334,0.6666666666666666,0.9956877964639931,2.0947,460.682,7.638,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_span_with_context,0,span/context,4o,False,False,0.033622972667217255,0.6565656565656566,0.6770833333333334,0.6666666666666666,0.9956877964639931,2.1227,454.62,7.538,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_span_with_context,0,span/context,4o,False,False,0.033622972667217255,0.6565656565656566,0.6770833333333334,0.6666666666666666,0.9956877964639931,2.1416,450.596,7.471,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_span_with_context,0,span/context,4o,False,False,0.033622972667217255,0.6565656565656566,0.6770833333333334,0.6666666666666666,0.9956877964639931,2.1284,453.393,7.517,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_span_with_context,0,span/context,4o,False,False,0.033622972667217255,0.6565656565656566,0.6770833333333334,0.6666666666666666,0.9956877964639931,2.0843,462.994,7.677,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_span_with_context,0,span/context,4o,False,False,0.033622972667217255,0.6565656565656566,0.6770833333333334,0.6666666666666666,0.9956877964639931,2.1215,454.862,7.542,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_span_with_context,0,span/context,4o,False,False,0.033622972667217255,0.6565656565656566,0.6770833333333334,0.6666666666666666,0.9956877964639931,2.0633,467.687,7.754,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_span_with_context,0,span/context,4o,False,False,0.033622972667217255,0.6565656565656566,0.6770833333333334,0.6666666666666666,0.9956877964639931,2.0742,465.24,7.714,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_span_with_context,0,span/context,4o,False,False,0.033622972667217255,0.6565656565656566,0.6770833333333334,0.6666666666666666,0.9956877964639931,2.0953,460.558,7.636,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_span_with_context,0,span/context,4o,False,False,0.033622972667217255,0.6565656565656566,0.6770833333333334,0.6666666666666666,0.9956877964639931,2.0912,461.451,7.651,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_span_with_context,0,span/context,4o,False,False,0.033622972667217255,0.6565656565656566,0.6770833333333334,0.6666666666666666,0.9956877964639931,2.0798,463.982,7.693,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_span_with_context,0,span/context,4o,False,False,0.033622972667217255,0.6565656565656566,0.6770833333333334,0.6666666666666666,0.9956877964639931,2.0938,460.895,7.642,50.0
2024_gpt4o_span_with_context,0,span/context,4o,False,False,0.03363613411784172,0.6559139784946236,0.6354166666666666,0.6455026455026455,0.9953859422164726,2.083,463.264,7.681,50.0
2024_gpt4o_span_with_context,1,span/context,4o,False,False,0.03428845852613449,0.6966292134831461,0.6458333333333334,0.6702702702702703,0.995601552393273,2.1205,455.089,7.546,50.0
2024_gpt4o_span_with_context,2,span/context,4o,False,False,0.0362415611743927,0.6896551724137931,0.625,0.6557377049180328,0.9949115998275119,2.0811,463.702,7.688,50.0
2024_gpt4o_span_with_context,3,span/context,4o,False,False,0.03263242542743683,0.6421052631578947,0.6354166666666666,0.6387434554973821,0.9948253557567918,2.0823,463.434,7.684,50.0
2024_gpt4o_span_with_context,4,span/context,4o,False,False,0.03413371369242668,0.6888888888888889,0.6458333333333334,0.6666666666666667,0.995644674428633,2.0875,462.283,7.665,50.0
2024_gpt4o_span_with_context,5,span/context,4o,False,False,0.03713065758347511,0.6630434782608695,0.6354166666666666,0.6489361702127658,0.9951703320396723,2.0861,462.592,7.67,50.0
2024_gpt4o_span_with_context,6,span/context,4o,False,False,0.04195143282413483,0.6041666666666666,0.6041666666666666,0.6041666666666666,0.9941354031910307,2.1104,457.26,7.582,50.0
2024_gpt4o_span_with_context,7,span/context,4o,False,False,0.03971096873283386,0.6703296703296703,0.6354166666666666,0.6524064171122994,0.9947822337214316,2.1007,459.366,7.616,50.0
2024_gpt4o_span_with_context,8,span/context,4o,False,False,0.040839992463588715,0.6781609195402298,0.6145833333333334,0.6448087431693988,0.9950840879689521,2.07,466.189,7.73,50.0
2024_gpt4o_span_with_context,9,span/context,4o,False,False,0.030610842630267143,0.6736842105263158,0.6666666666666666,0.6701570680628272,0.9955584303579129,2.0605,468.33,7.765,50.0
