dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_context_with_drug_dataset,0,context,4o,True,False,0.023041049018502235,0.6808510638297872,0.6666666666666666,0.6736842105263158,0.9960344827586207,2.0119,479.655,7.953,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_context_with_drug_dataset,0,context,4o,True,False,0.023041049018502235,0.6808510638297872,0.6666666666666666,0.6736842105263158,0.9960344827586207,2.0316,475.002,7.876,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_context_with_drug_dataset,0,context,4o,True,False,0.023041049018502235,0.6808510638297872,0.6666666666666666,0.6736842105263158,0.9960344827586207,2.0169,478.463,7.933,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_context_with_drug_dataset,0,context,4o,True,False,0.023041049018502235,0.6808510638297872,0.6666666666666666,0.6736842105263158,0.9960344827586207,2.0182,478.16,7.928,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_context_with_drug_dataset,0,context,4o,True,False,0.023041049018502235,0.6808510638297872,0.6666666666666666,0.6736842105263158,0.9960344827586207,2.0187,478.042,7.926,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_context_with_drug_dataset,0,context,4o,True,False,0.023041049018502235,0.6808510638297872,0.6666666666666666,0.6736842105263158,0.9960344827586207,2.0341,474.421,7.866,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_context_with_drug_dataset,0,context,4o,True,False,0.023041049018502235,0.6808510638297872,0.6666666666666666,0.6736842105263158,0.9960344827586207,2.0672,466.806,7.74,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_context_with_drug_dataset,0,context,4o,True,False,0.023041049018502235,0.6808510638297872,0.6666666666666666,0.6736842105263158,0.9960344827586207,2.0055,481.183,7.978,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_context_with_drug_dataset,0,context,4o,True,False,0.023041049018502235,0.6808510638297872,0.6666666666666666,0.6736842105263158,0.9960344827586207,2.0238,476.816,7.906,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_context_with_drug_dataset,0,context,4o,True,False,0.023041049018502235,0.6808510638297872,0.6666666666666666,0.6736842105263158,0.9960344827586207,2.0129,479.406,7.949,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_context_with_drug_dataset,0,context,4o,True,False,0.023041049018502235,0.6808510638297872,0.6666666666666666,0.6736842105263158,0.9960344827586207,2.0129,479.41,7.949,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_context_with_drug_dataset,0,context,4o,True,False,0.023041049018502235,0.6808510638297872,0.6666666666666666,0.6736842105263158,0.9960344827586207,2.0209,477.502,7.917,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_context_with_drug_dataset,0,context,4o,True,False,0.023041049018502235,0.6808510638297872,0.6666666666666666,0.6736842105263158,0.9960344827586207,2.0314,475.048,7.876,50.0
