dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_span_with_symptom_dataset,0,span,4o,False,True,0.031260039657354355,0.6630434782608695,0.6354166666666666,0.6489361702127658,0.9954712098339443,2.0678,466.678,7.738,50.0
2024_gpt4o_span_with_symptom_dataset,1,span,4o,False,True,0.028301045298576355,0.6555555555555556,0.6145833333333334,0.6344086021505377,0.9956868665085185,2.0587,468.749,7.772,50.0
2024_gpt4o_span_with_symptom_dataset,2,span,4o,False,True,0.028301045298576355,0.6555555555555556,0.6145833333333334,0.6344086021505377,0.9956868665085185,2.0439,472.143,7.828,50.0
2024_gpt4o_span_with_symptom_dataset,3,span,4o,False,True,0.028301045298576355,0.6555555555555556,0.6145833333333334,0.6344086021505377,0.9956868665085185,2.0489,470.994,7.809,50.0
2024_gpt4o_span_with_symptom_dataset,4,span,4o,False,True,0.028301045298576355,0.6555555555555556,0.6145833333333334,0.6344086021505377,0.9956868665085185,2.0321,474.869,7.873,50.0
2024_gpt4o_span_with_symptom_dataset,5,span,4o,False,True,0.028301045298576355,0.6555555555555556,0.6145833333333334,0.6344086021505377,0.9956868665085185,2.0366,473.822,7.856,50.0
2024_gpt4o_span_with_symptom_dataset,6,span,4o,False,True,0.028301045298576355,0.6555555555555556,0.6145833333333334,0.6344086021505377,0.9956868665085185,2.0532,470.008,7.793,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_span_with_symptom_dataset,0,span,4o,False,True,0.028142480179667473,0.63,0.65625,0.6428571428571429,0.9946948458054777,2.025,476.532,7.901,50.0
2024_gpt4o_span_with_symptom_dataset,1,span,4o,False,True,0.028301045298576355,0.6555555555555556,0.6145833333333334,0.6344086021505377,0.9956868665085185,2.0329,474.685,7.87,50.0
2024_gpt4o_span_with_symptom_dataset,2,span,4o,False,True,0.028301045298576355,0.6555555555555556,0.6145833333333334,0.6344086021505377,0.9956868665085185,2.013,479.392,7.948,50.0
2024_gpt4o_span_with_symptom_dataset,3,span,4o,False,True,0.028301045298576355,0.6555555555555556,0.6145833333333334,0.6344086021505377,0.9956868665085185,2.0248,476.58,7.902,50.0
2024_gpt4o_span_with_symptom_dataset,4,span,4o,False,True,0.028301045298576355,0.6555555555555556,0.6145833333333334,0.6344086021505377,0.9956868665085185,2.0243,476.711,7.904,50.0
2024_gpt4o_span_with_symptom_dataset,5,span,4o,False,True,0.028301045298576355,0.6555555555555556,0.6145833333333334,0.6344086021505377,0.9956868665085185,2.0206,477.582,7.918,50.0
2024_gpt4o_span_with_symptom_dataset,6,span,4o,False,True,0.028301045298576355,0.6555555555555556,0.6145833333333334,0.6344086021505377,0.9956868665085185,2.0316,475.003,7.876,50.0
2024_gpt4o_span_with_symptom_dataset,7,span,4o,False,True,0.028301045298576355,0.6555555555555556,0.6145833333333334,0.6344086021505377,0.9956868665085185,2.0407,472.868,7.84,50.0
2024_gpt4o_span_with_symptom_dataset,8,span,4o,False,True,0.028301045298576355,0.6555555555555556,0.6145833333333334,0.6344086021505377,0.9956868665085185,2.049,470.951,7.809,50.0
2024_gpt4o_span_with_symptom_dataset,9,span,4o,False,True,0.028301045298576355,0.6555555555555556,0.6145833333333334,0.6344086021505377,0.9956868665085185,2.129,453.259,7.515,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_span_with_symptom_dataset,0,span,4o,False,True,0.03339136019349098,0.65625,0.65625,0.65625,0.9951261591546259,2.0555,469.477,7.784,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_span_with_symptom_dataset,0,span,4o,False,True,0.03609137609601021,0.6444444444444445,0.6041666666666666,0.6236559139784946,0.9948242398102222,2.0152,478.859,7.94,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_span_with_symptom_dataset,0,span,4o,False,True,0.040112610906362534,0.7228915662650602,0.625,0.6703910614525139,0.9956437351736036,2.0564,469.268,7.781,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_span_with_symptom_dataset,0,span,4o,False,True,0.03489235043525696,0.6702127659574468,0.65625,0.6631578947368422,0.995773129178348,2.0508,470.556,7.802,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_span_with_symptom_dataset,0,span,4o,False,True,0.027213294059038162,0.64,0.6666666666666666,0.6530612244897959,0.9952555531593703,2.0424,472.493,7.834,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_span_with_symptom_dataset,0,span,4o,False,True,0.03934762626886368,0.6931818181818182,0.6354166666666666,0.6630434782608696,0.9952555531593703,2.0477,471.269,7.814,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_span_with_symptom_dataset,0,span,4o,False,True,0.02979426272213459,0.65625,0.65625,0.65625,0.995773129178348,2.0291,475.586,7.885,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_span_with_symptom_dataset,0,span,4o,False,True,0.03135988861322403,0.6435643564356436,0.6770833333333334,0.6598984771573605,0.9949536338149666,2.0211,477.454,7.916,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_span_with_symptom_dataset,0,span,4o,False,True,0.027897367253899574,0.6896551724137931,0.625,0.6557377049180328,0.9956437351736036,2.0307,475.21,7.879,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_span_with_symptom_dataset,0,span,4o,False,True,0.038245074450969696,0.6526315789473685,0.6458333333333334,0.6492146596858639,0.9948242398102222,2.0258,476.367,7.898,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_span_with_symptom_dataset,0,span,4o,False,True,0.03240053355693817,0.6138613861386139,0.6458333333333334,0.6294416243654822,0.9949967651498813,2.0336,474.536,7.868,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_span_with_symptom_dataset,0,span,4o,False,True,0.0362224355340004,0.6630434782608695,0.6354166666666666,0.6489361702127658,0.9956868665085185,2.0655,467.204,7.746,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_span_with_symptom_dataset,0,span,4o,False,True,0.03355832397937775,0.6346153846153846,0.6875,0.6599999999999999,0.9950398964847962,2.0931,461.03,7.644,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_span_with_symptom_dataset,0,span,4o,False,True,0.03395810350775719,0.6777777777777778,0.6354166666666666,0.6559139784946236,0.9951692904895406,2.0252,476.494,7.9,50.0
2024_gpt4o_span_with_symptom_dataset,0,span,4o,False,True,0.037112362682819366,0.648936170212766,0.6354166666666666,0.6421052631578947,0.9948242398102222,2.0351,474.189,7.862,50.0
2024_gpt4o_span_with_symptom_dataset,1,span,4o,False,True,0.039145343005657196,0.6326530612244898,0.6458333333333334,0.6391752577319587,0.9951692904895406,2.0242,476.733,7.904,50.0
2024_gpt4o_span_with_symptom_dataset,2,span,4o,False,True,0.031207270920276642,0.6382978723404256,0.625,0.631578947368421,0.9951692904895406,2.0246,476.628,7.903,50.0
2024_gpt4o_span_with_symptom_dataset,3,span,4o,False,True,0.02822580374777317,0.6526315789473685,0.6458333333333334,0.6492146596858639,0.9955143411688592,2.0303,475.309,7.881,50.0
2024_gpt4o_span_with_symptom_dataset,4,span,4o,False,True,0.04115396738052368,0.6344086021505376,0.6145833333333334,0.6243386243386244,0.9947811084753073,2.0351,474.186,7.862,50.0
2024_gpt4o_span_with_symptom_dataset,5,span,4o,False,True,0.03114260733127594,0.6631578947368421,0.65625,0.6596858638743456,0.9955143411688592,2.0388,473.328,7.848,50.0
2024_gpt4o_span_with_symptom_dataset,6,span,4o,False,True,0.036058343946933746,0.6666666666666666,0.6041666666666666,0.633879781420765,0.9949967651498813,2.039,473.263,7.847,50.0
2024_gpt4o_span_with_symptom_dataset,7,span,4o,False,True,0.035056497901678085,0.6962025316455697,0.5729166666666666,0.6285714285714286,0.9956006038386888,2.0709,465.973,7.726,50.0
2024_gpt4o_span_with_symptom_dataset,8,span,4o,False,True,0.031681548804044724,0.6262626262626263,0.6458333333333334,0.6358974358974359,0.9949536338149666,2.0297,475.428,7.883,50.0
2024_gpt4o_span_with_symptom_dataset,9,span,4o,False,True,0.03713713213801384,0.6559139784946236,0.6354166666666666,0.6455026455026455,0.995083027819711,2.0186,478.065,7.926,50.0
