dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_mini_context,0,context,4o-mini,False,False,0.03770355135202408,0.6931818181818182,0.6354166666666666,0.6630434782608696,0.9950431034482758,2.1017,459.149,7.613,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_mini_context,0,context,4o-mini,False,False,0.03770355135202408,0.6931818181818182,0.6354166666666666,0.6630434782608696,0.9950431034482758,2.094,460.84,7.641,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_mini_context,0,context,4o-mini,False,False,0.03770355135202408,0.6931818181818182,0.6354166666666666,0.6630434782608696,0.9950431034482758,2.0936,460.936,7.642,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_mini_context,0,context,4o-mini,False,False,0.03770355135202408,0.6931818181818182,0.6354166666666666,0.6630434782608696,0.9950431034482758,2.0818,463.538,7.686,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_mini_context,0,context,4o-mini,False,False,0.03770355135202408,0.6931818181818182,0.6354166666666666,0.6630434782608696,0.9950431034482758,2.0794,464.082,7.695,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_mini_context,0,context,4o-mini,False,False,0.03770355135202408,0.6931818181818182,0.6354166666666666,0.6630434782608696,0.9950431034482758,2.0832,463.239,7.681,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_mini_context,0,context,4o-mini,False,False,0.03770355135202408,0.6931818181818182,0.6354166666666666,0.6630434782608696,0.9950431034482758,2.0594,468.58,7.769,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_mini_context,0,context,4o-mini,False,False,0.03770355135202408,0.6931818181818182,0.6354166666666666,0.6630434782608696,0.9950431034482758,2.0967,460.244,7.631,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_mini_context,0,context,4o-mini,False,False,0.03770355135202408,0.6931818181818182,0.6354166666666666,0.6630434782608696,0.9950431034482758,2.0791,464.136,7.696,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_mini_context,0,context,4o-mini,False,False,0.03770355135202408,0.6931818181818182,0.6354166666666666,0.6630434782608696,0.9950431034482758,2.0922,461.235,7.647,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_mini_context,0,context,4o-mini,False,False,0.03770355135202408,0.6931818181818182,0.6354166666666666,0.6630434782608696,0.9950431034482758,2.112,456.923,7.576,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_mini_context,0,context,4o-mini,False,False,0.03770355135202408,0.6931818181818182,0.6354166666666666,0.6630434782608696,0.9950431034482758,2.0967,460.254,7.631,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt4o_mini_context,0,context,4o-mini,False,False,0.03770355135202408,0.6931818181818182,0.6354166666666666,0.6630434782608696,0.9950431034482758,2.1427,450.371,7.467,50.0
2024_gpt4o_mini_context,0,context,4o-mini,False,False,0.040954627096652985,0.6421052631578947,0.6354166666666666,0.6387434554973821,0.9946551724137931,2.0897,461.797,7.657,50.0
2024_gpt4o_mini_context,1,context,4o-mini,False,False,0.04048406332731247,0.6666666666666666,0.6041666666666666,0.633879781420765,0.9947413793103448,2.1012,459.271,7.615,50.0
2024_gpt4o_mini_context,2,context,4o-mini,False,False,0.04348386451601982,0.6288659793814433,0.6354166666666666,0.6321243523316062,0.9945689655172414,2.1414,450.642,7.472,50.0
2024_gpt4o_mini_context,3,context,4o-mini,False,False,0.0354684554040432,0.6597938144329897,0.6666666666666666,0.6632124352331606,0.9946551724137931,2.0821,463.469,7.684,50.0
2024_gpt4o_mini_context,4,context,4o-mini,False,False,0.03006013110280037,0.5871559633027523,0.6666666666666666,0.6243902439024391,0.9942672413793103,2.0944,460.742,7.639,50.0
2024_gpt4o_mini_context,5,context,4o-mini,False,False,0.03594522550702095,0.6630434782608695,0.6354166666666666,0.6489361702127658,0.9946551724137931,2.0796,464.035,7.694,50.0
2024_gpt4o_mini_context,6,context,4o-mini,False,False,0.037409622222185135,0.7215189873417721,0.59375,0.6514285714285715,0.9951293103448275,2.0991,459.718,7.622,50.0
2024_gpt4o_mini_context,7,context,4o-mini,False,False,0.03371715545654297,0.6153846153846154,0.6666666666666666,0.64,0.9946551724137931,2.1305,452.951,7.51,50.0
2024_gpt4o_mini_context,8,context,4o-mini,False,False,0.0368952713906765,0.6354166666666666,0.6354166666666666,0.6354166666666666,0.9943103448275862,2.0935,460.944,7.643,50.0
2024_gpt4o_mini_context,9,context,4o-mini,False,False,0.03519291803240776,0.6224489795918368,0.6354166666666666,0.6288659793814433,0.9944827586206897,2.0546,469.666,7.787,50.0
