dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt35_span_with_context,0,span/context,3.5,False,False,0.03184503689408302,0.5963302752293578,0.6770833333333334,0.6341463414634148,0.9947350250302088,2.0833,463.214,7.68,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt35_span_with_context,0,span/context,3.5,False,False,0.03184503689408302,0.5963302752293578,0.6770833333333334,0.6341463414634148,0.9947350250302088,2.0287,475.677,7.887,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt35_span_with_context,0,span/context,3.5,False,False,0.03184503689408302,0.5963302752293578,0.6770833333333334,0.6341463414634148,0.9947350250302088,2.0332,474.611,7.869,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt35_span_with_context,0,span/context,3.5,False,False,0.03184503689408302,0.5963302752293578,0.6770833333333334,0.6341463414634148,0.9947350250302088,2.0365,473.851,7.857,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt35_span_with_context,0,span/context,3.5,False,False,0.03184503689408302,0.5963302752293578,0.6770833333333334,0.6341463414634148,0.9947350250302088,2.0478,471.239,7.813,50.0
dataset,iteration,type,gpt_model,drugs_context,symptom_context,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
2024_gpt35_span_with_context,0,span/context,3.5,False,False,0.03184503689408302,0.5963302752293578,0.6770833333333334,0.6341463414634148,0.9947350250302088,2.0375,473.615,7.853,50.0
